   actuatorID  xPosition   yPosition   zPosition   xForceVector    yForceVector    zForceVector
   2.2800000e+02   5.6794000e+01  -9.0804000e+01  -2.5120000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00
   2.2900000e+02   8.3007000e+01  -9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3000000e+02   1.0922000e+02  -9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3100000e+02   1.3338400e+02  -8.5331000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.3200000e+02   1.7475000e+01  -1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3300000e+02   4.3688000e+01  -1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3400000e+02   6.9901000e+01  -1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3500000e+02   9.6113000e+01  -1.1350500e+02  -2.5120000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00
   2.3600000e+02   1.1572300e+02  -1.0807800e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.3700000e+02   8.7380000e+00  -1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3800000e+02   3.4950000e+01  -1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.3900000e+02   6.1163000e+01  -1.2863900e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.4000000e+02   8.2273000e+01  -1.3529100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.4100000e+02   1.4399000e+01  -1.5768700e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.4200000e+02   4.2720000e+01  -1.5247100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.4300000e+02   6.3150000e+01  -1.4538500e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0100000e+02   3.0582000e+01   0.0000000e+00  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0200000e+02   5.6794000e+01   0.0000000e+00  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0300000e+02   8.3007000e+01   0.0000000e+00  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0400000e+02   1.0922000e+02   0.0000000e+00  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0500000e+02   1.3543300e+02   0.0000000e+00  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0600000e+02   1.5622100e+02  -9.7000000e-02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0700000e+02   1.7475000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0800000e+02   4.3688000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.0900000e+02   6.9901000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1000000e+02   9.6114000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1100000e+02   1.2232600e+02   2.2701000e+01  -2.5120000e+00   0.0000000e+00  -1.0000000e+00   1.0000000e+00
   3.1200000e+02   1.4853900e+02   2.2701000e+01  -2.5120000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1300000e+02   0.0000000e+00   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1400000e+02   3.0582000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1500000e+02   5.6794000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1600000e+02   8.3007000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1700000e+02   1.0922000e+02   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1800000e+02   1.3543300e+02   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.1900000e+02   1.5356300e+02   3.9279000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2000000e+02   1.7475000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2100000e+02   4.3688000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2200000e+02   6.9901000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2300000e+02   9.6113000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2400000e+02   1.2232600e+02   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2500000e+02   1.4663200e+02   5.9762000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2600000e+02   0.0000000e+00   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2700000e+02   3.0582000e+01   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.2800000e+02   5.6794000e+01   9.0804000e+01  -2.5120000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2900000e+02   8.3007000e+01   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3000000e+02   1.0922000e+02   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3100000e+02   1.3338400e+02   8.5331000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.3200000e+02   1.7475000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3300000e+02   4.3688000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3400000e+02   6.9901000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00  -1.0000000e+00   1.0000000e+00
   3.3500000e+02   9.6113000e+01   1.1350500e+02  -2.5120000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00
   3.3600000e+02   1.1572300e+02   1.0807800e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.3700000e+02   8.7380000e+00   1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3800000e+02   3.4950000e+01   1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3900000e+02   6.1163000e+01   1.2863900e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4000000e+02   8.2273000e+01   1.3529100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4100000e+02   1.4399000e+01   1.5768700e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4200000e+02   4.2720000e+01   1.5247100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4300000e+02   6.3150000e+01   1.4538500e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.0700000e+02  -1.7475000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.0800000e+02  -4.3688000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.0900000e+02  -6.9901000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1000000e+02  -9.6114000e+01   2.2701000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1100000e+02  -1.2232600e+02   2.2701000e+01  -2.5120000e+00   0.0000000e+00  -1.0000000e+00   1.0000000e+00
   4.1200000e+02  -1.4853900e+02   2.2701000e+01  -2.5120000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00
   4.1400000e+02  -3.0582000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1500000e+02  -5.6794000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1600000e+02  -8.3007000e+01   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1700000e+02  -1.0922000e+02   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1800000e+02  -1.3543300e+02   4.5402000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.1900000e+02  -1.5356300e+02   3.9279000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.2000000e+02  -1.7475000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2100000e+02  -4.3688000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2200000e+02  -6.9901000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2300000e+02  -9.6113000e+01   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2400000e+02  -1.2232600e+02   6.8103000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2500000e+02  -1.4663200e+02   5.9762000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.2700000e+02  -3.0582000e+01   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.2800000e+02  -5.6794000e+01   9.0804000e+01  -2.5120000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00
   4.2900000e+02  -8.3007000e+01   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3000000e+02  -1.0922000e+02   9.0804000e+01  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3100000e+02  -1.3338400e+02   8.5331000e+01  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.3200000e+02  -1.7475000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3300000e+02  -4.3688000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3400000e+02  -6.9901000e+01   1.1350500e+02  -2.5120000e+00   0.0000000e+00  -1.0000000e+00   1.0000000e+00
   4.3500000e+02  -9.6113000e+01   1.1350500e+02  -2.5120000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00
   4.3600000e+02  -1.1572300e+02   1.0807800e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.3700000e+02  -8.7380000e+00   1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3800000e+02  -3.4950000e+01   1.3620600e+02  -2.5120000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00
   4.3900000e+02  -6.1163000e+01   1.2863900e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.4000000e+02  -8.2273000e+01   1.3529100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.4100000e+02  -1.4399000e+01   1.5768700e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.4200000e+02  -4.2720000e+01   1.5247100e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.4300000e+02  -6.3150000e+01   1.4538500e+02  -2.5120000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
